0 0
0.1 0.471108
0.2 0.622645
0.3 0.712592
0.4 0.768807
0.5 0.803028
0.6 0.821738
0.7 0.829034
0.8 0.82773
0.9 0.819863
1 0.806961
1.1 0.790203
1.2 0.770514
1.3 0.748632
1.4 0.725147
1.5 0.700541
1.6 0.675203
1.7 0.649451
1.8 0.623545
1.9 0.597697
2 0.572077
2.1 0.546826
2.2 0.522053
2.3 0.497847
2.4 0.474276
2.5 0.451394
2.6 0.429239
2.7 0.407839
2.8 0.38721
2.9 0.367364
3 0.348302
3.1 0.330022
3.2 0.312516
3.3 0.295774
3.4 0.279782
3.5 0.264521
3.6 0.249975
3.7 0.236121
3.8 0.22294
3.9 0.210407
4 0.198502
4.1 0.1872
4.2 0.176478
4.3 0.166313
4.4 0.156682
4.5 0.147562
4.6 0.13893
4.7 0.130765
4.8 0.123045
4.9 0.115748
5 0.108856
5.1 0.102349
5.2 0.096206
5.3 0.0904107
5.4 0.0849448
5.5 0.0797916
5.6 0.0749347
5.7 0.0703587
5.8 0.0660486
5.9 0.0619903
6 0.0581701
6.1 0.0545752
6.2 0.051193
6.3 0.0480119
6.4 0.0450208
6.5 0.0422088
6.6 0.039566
6.7 0.0370828
6.8 0.0347499
6.9 0.0325589
7 0.0305014
7.1 0.0285698
7.2 0.0267568
7.3 0.0250553
7.4 0.0234588
7.5 0.0219612
7.6 0.0205564
7.7 0.0192391
7.8 0.018004
7.9 0.0168461
8 0.0157607
8.1 0.0147436
8.2 0.0137905
8.3 0.0128976
8.4 0.0120612
8.5 0.0112778
8.6 0.0105441
8.7 0.00985717
8.8 0.00921403
8.9 0.00861198
9 0.00804847
9.1 0.00752111
9.2 0.00702763
9.3 0.00656591
9.4 0.00613396
9.5 0.00572991
9.6 0.00535199
9.7 0.00499856
9.8 0.00466807
9.9 0.00435906
10 0.00407017
